Sun Apr  7 23:14:41 2019    /home/pi/ballance/Ballance/PythonCode/stats

         14936588 function calls (14873155 primitive calls) in 77.027 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 geometric.py:37(Geometric)
        1    0.000    0.000    0.000    0.000 <string>:5(_ParseTag)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 <string>:5(HasherSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        2    0.000    0.000    0.000    0.000 utils.py:97(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.PyExceptionRegistry_Init}
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.001    0.001 relaxed_onehot_categorical.py:37(ExpRelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 <string>:5(GenerateVocabRemapping)
        1    0.000    0.000    0.000    0.000 data_structures.py:109(CheckpointableDataStructure)
        1    0.000    0.000    0.000    0.000 <string>:5(ListDiff)
        1    0.000    0.000    0.000    0.000 <string>:5(StepStatsAnalysis)
        1    0.000    0.000    0.000    0.000 convolutional.py:28(Conv1D)
        3    0.000    0.000    0.000    0.000 sharedctypes.py:102(synchronized)
        1    0.000    0.000    0.000    0.000 misc.py:15(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2922(__str__)
        1    0.000    0.000    0.000    0.000 theme.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Dataset)
        1    0.000    0.000    0.000    0.000 camera.py:2895(_set_exposure_compensation)
        1    0.000    0.000    0.000    0.000 <string>:5(ListPopOpts)
        1    0.000    0.000    0.001    0.001 dtypes.py:259(PeriodDtype)
        1    0.000    0.000    0.000    0.000 export_output.py:241(_SupervisedOutput)
        1    0.000    0.000    0.000    0.000 <string>:5(NonMaxSuppressionV4)
        1    0.000    0.000    0.000    0.000 replicate_model_fn.py:384(_PerGraphState)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(CTCLoss)
        1    0.000    0.000    0.001    0.001 replicate_model_fn.py:257(TowerOptimizer)
        1    0.000    0.000    0.000    0.000 lock_util.py:15(<module>)
        1    0.000    0.000    0.001    0.001 ascii.py:8(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        1    0.000    0.000    0.000    0.000 <string>:5(PiFramerateRange)
       12    0.000    0.000    0.000    0.000 base.py:3620(_make_invalid_op)
        1    0.000    0.000    0.000    0.000 DataLoggerModule.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(LineLocation)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_MemoryBIO)
        1    0.000    0.000    0.000    0.000 <string>:5(Unique)
        2    0.000    0.000    0.000    0.000 rcsetup.py:468(validate_whiskers)
        1    0.000    0.000    0.000    0.000 bernoulli.py:34(Bernoulli)
        1    0.000    0.000    0.000    0.000 run_config.py:72(ClusterConfig)
        1    0.000    0.000    0.000    0.000 datetime.py:1005(time)
        1    0.000    0.000    0.000    0.000 <string>:5(ListStackOpts)
        1    0.000    0.000    0.000    0.000 encoders.py:58(PiEncoder)
        1    0.000    0.000    0.000    0.000 fama_macbeth.py:31(FamaMacBeth)
        1    0.000    0.000    0.000    0.000 <string>:5(MapUnstageNoKey)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(resource_stream)
        7    0.000    0.000    0.000    0.000 config.py:791(<listcomp>)
        1    0.000    0.000    0.000    0.000 cookies.py:174(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 doc_controls.py:15(<module>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:261(validate_backend)
        5    0.000    0.000    0.000    0.000 mock.py:287(_delegating_property)
        1    0.000    0.000    0.000    0.000 <string>:5(ResamplerGrad)
        1    0.000    0.000    0.000    0.000 <string>:5(BatchSelfAdjointEigV2)
        1    0.000    0.000    0.000    0.000 tf_contextlib.py:15(<module>)
       22    0.000    0.000    0.000    0.000 expr.py:226(_op_maker)
        1    0.000    0.000    0.000    0.000 __init__.py:544(WorkingSet)
       23    0.000    0.000    0.000    0.000 overrides.py:179(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 <string>:5(CheckpointableReference)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:374(get_build_platform)
       15    0.000    0.000    0.000    0.000 mock.py:1687(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(RefMerge)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseSoftmaxCrossEntropyWithLogits)
        1    0.000    0.000    0.000    0.000 __init__.py:2114(_rebuild_mod_path)
        1    0.000    0.000    0.000    0.000 type_check.py:15(<module>)
        1    0.000    0.000    0.007    0.007 api.py:11(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        1    0.000    0.000    0.000    0.000 heap.py:103(__init__)
       12    0.000    0.000    0.000    0.000 ops.py:743(_comp_method_SERIES)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:37(OneDeviceStrategy)
        1    0.000    0.000    0.000    0.000 tree_walk.py:13(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:49(BufferIO)
        1    0.000    0.000    0.000    0.000 category.py:587(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 groupby.py:3106(NDFrameGroupBy)
        2    0.000    0.000    0.000    0.000 util.py:80(compose)
        1    0.000    0.000    0.000    0.000 init_ops.py:265(RandomNormal)
        1    0.000    0.000    0.000    0.000 sprite.py:284(AbstractGroup)
        1    0.000    0.000    0.000    0.000 <string>:5(ExtType)
        1    0.000    0.000    0.000    0.000 base.py:8(Asn1ItemBase)
        1    0.000    0.000    0.000    0.000 data_structures.py:295(_ListWrapper)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.000    0.000 feature_column.py:1881(_FeatureColumn)
        1    0.000    0.000    0.000    0.000 univ.py:804(SequenceAndSetBase)
        1    0.000    0.000    0.000    0.000 <string>:5(ReaderRead)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:1809(TPUEstimator)
        1    0.000    0.000    0.000    0.000 <string>:5(BoostedTreesSerializeEnsemble)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:209(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 <string>:5(NearestNeighbors)
        1    0.000    0.000    0.000    0.000 <string>:5(Boolean)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:59(TPUStrategy)
        1    0.000    0.000    0.000    0.000 transforms.py:1803(Affine2D)
        1    0.000    0.000    0.001    0.001 deterministic.py:43(_BaseDeterministic)
        1    0.000    0.000    0.000    0.000 mnist.py:114(DataSet)
        1    0.000    0.000    0.000    0.000 legendre.py:1804(Legendre)
        1    0.000    0.000    0.000    0.000 transforms.py:1655(AffineBase)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
       19    0.000    0.000    0.000    0.000 strings.py:1289(do_copy)
        1    0.000    0.000    0.000    0.000 constants.py:16(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Merge)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.001    0.001 chart_pie.py:8(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_ModuleObjectAndName)
        1    0.000    0.000    0.000    0.000 parser.py:228(parserinfo)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 PIDControllerModule.py:44(__init__)
        1    0.000    0.000    0.001    0.001 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 <string>:5(TensorArrayGradWithShape)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6783(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 chart_scatter.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _flag.py:35(Flag)
        1    0.000    0.000    0.000    0.000 __init__.py:117(parse_version)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 ordered.py:36(Ordered)
        1    0.000    0.000    0.000    0.000 <string>:5(Qr)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:11(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:540(_get_home)
        1    0.000    0.000    0.000    0.000 ops.py:5669(GraphKeys)
        1    0.000    0.000    0.000    0.000 utils.py:19(_DSSSigValue)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.004    0.004 __init__.py:2286(EntryPoint)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
       16    0.000    0.000    0.000    0.000 sre_parse.py:155(__delitem__)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binding.py:72(wrapper)
        1    0.000    0.000    0.000    0.000 rrule.py:1393(_rrulestr)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1452(BaseStagingArea)
        1    0.000    0.000    0.000    0.000 <string>:5(RequantizationRange)
        1    0.000    0.000    0.000    0.000 <string>:5(GANLoss)
        1    0.000    0.000    0.000    0.000 clipboard.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:282(Callback)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 excel.py:883(_Openpyxl20Writer)
        1    0.000    0.000    0.000    0.000 mmalobj.py:617(MMALBaseComponent)
        1    0.000    0.000    0.000    0.000 mmalobj.py:3006(MMALPythonBaseComponent)
       10    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 mmal.py:1917(MMAL_COMPONENT_T)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 virtual_batchnorm_impl.py:109(VBN)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 <string>:5(CudnnRNNParamsToCanonical)
        1    0.000    0.000    0.000    0.000 <string>:5(_BucketizedColumn)
        1    0.000    0.000    0.001    0.001 relaxed_bernoulli.py:34(RelaxedBernoulli)
       12    0.000    0.000    0.000    0.000 dtypes.py:121(is_numpy_compatible)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseSparseMaximum)
     17/9    0.000    0.000    0.000    0.000 _typecheck.py:85(__instancecheck__)
        2    0.000    0.000    0.000    0.000 base.py:3386(_add_numeric_methods_add_sub_disabled)
        1    0.000    0.000    0.000    0.000 shape.py:11(Shape)
        1    0.000    0.000    0.000    0.000 <string>:5(TensorArrayV3)
       16    0.000    0.000    0.001    0.000 pyparsing.py:4742(<genexpr>)
        1    0.000    0.000    0.000    0.000 writer_cache.py:28(FileWriterCache)
        1    0.000    0.000    0.001    0.001 sndarray.py:45(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 sharded_mutable_dense_hashtable.py:33(ShardedMutableDenseHashTable)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4122(__lshift__)
        1    0.000    0.000    0.000    0.000 ops.py:1456(IndexedSlices)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1805(BufferedInputStream)
        1    0.000    0.000    0.000    0.000 <string>:5(Moments)
        5    0.000    0.000    0.000    0.000 init_ops.py:111(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(CycleGANLoss)
        1    0.000    0.000    0.000    0.000 <string>:5(ReaderReadUpToV2)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 <string>:5(LookupTableExportV2)
        1    0.000    0.000    0.000    0.000 univ.py:155(BitString)
        1    0.000    0.000    0.000    0.000 <string>:5(FinalBeamDecoderOutput)
        1    0.000    0.000    0.000    0.000 device_assignment.py:44(DeviceAssignment)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.001    0.001 mixture_same_family.py:34(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_get_default_RAND}
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        4    0.000    0.000    0.000    0.000 tdi.py:125(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 <string>:5(Switch)
        1    0.000    0.000    0.000    0.000 <string>:5(PiResolution)
        1    0.000    0.000    0.000    0.000 <string>:5(_History)
        1    0.000    0.000    0.000    0.000 <string>:5(UniqueV2)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2398(Keyword)
        1    0.000    0.000    0.000    0.000 makefile.py:8(<module>)
        5    0.000    0.000    0.000    0.000 six.py:829(__prepare__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.copyto}
        1    0.000    0.000    0.000    0.000 streams.py:225(CircularIO)
        4    0.000    0.000    0.000    0.000 mmalobj.py:1480(<lambda>)
       10    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
        1    0.000    0.000    0.002    0.002 ntlmpool.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mmalobj.py:3212(MMALPythonComponent)
        1    0.000    0.000    0.000    0.000 __init__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 sdca_ops.py:46(SdcaModel)
        9    0.000    0.000    0.000    0.000 kullback_leibler.py:158(__init__)
        1    0.000    0.000    0.000    0.000 feature_column.py:928(_OneHotColumn)
        3    0.000    0.000    0.000    0.000 dtypes.py:221(construct_from_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
        1    0.000    0.000    0.002    0.002 certs.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(SizedInfeed)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6824(<genexpr>)
        1    0.000    0.000    0.000    0.000 vml.py:9(<module>)
       37    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 core.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseSparseMinimum)
        1    0.000    0.000    0.000    0.000 <string>:5(_TensorType)
        1    0.000    0.000    0.001    0.001 invert.py:29(Invert)
        1    0.000    0.000    0.000    0.000 series.py:2834(_try_cast)
        1    0.000    0.000    0.000    0.000 <string>:5(DataFrameColumn)
        1    0.000    0.000    0.000    0.000 stargan_estimator_impl.py:38(SummaryType)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:985(__iter__)
        2    0.000    0.000    0.000    0.000 camera.py:2220(_get_clock_mode)
        1    0.000    0.000    0.000    0.000 camera.py:2869(_set_video_stabilization)
        2    0.000    0.000    0.006    0.003 text_format.py:604(MergeLines)
        1    0.000    0.000    0.000    0.000 directives.py:22(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(TopK)
        1    0.000    0.000    0.000    0.000 <string>:5(ReaderReadUpTo)
        4    0.000    0.000    0.002    0.000 re.py:195(split)
        1    0.000    0.000    0.000    0.000 chart_bar.py:8(<module>)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 monitors.py:63(BaseMonitor)
       21    0.000    0.000    0.000    0.000 config.py:718(wrap)
        1    0.000    0.000    0.000    0.000 clustering_ops.py:60(KMeans)
        2    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_toolbar)
        1    0.000    0.000    0.000    0.000 normal.py:44(Normal)
        1    0.000    0.000    0.000    0.000 target_column.py:134(_TargetColumn)
        2    0.000    0.000    0.000    0.000 interpreter.py:69(allocate_tensors)
       18    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.013    0.013 I2C.py:57(get_i2c_device)
        1    0.000    0.000    0.000    0.000 camera.py:2257(_get_resolution)
        1    0.000    0.000    0.000    0.000 <string>:5(GANTrainSteps)
        1    0.000    0.000    0.000    0.000 image_data_generator.py:29(ImageDataGenerator)
        1    0.000    0.000    0.000    0.000 power_transform.py:35(PowerTransform)
        1    0.000    0.000    0.000    0.000 minicompat.py:5(<module>)
        2    0.000    0.000    0.000    0.000 fractions.py:398(forward)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(SoftmaxCrossEntropyWithLogits)
        1    0.000    0.000    0.000    0.000 constants.py:21(<module>)
        1    0.000    0.000    0.000    0.000 io_utils.py:34(HDF5Matrix)
       19    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        2    0.000    0.000    0.000    0.000 _flag.py:205(_set_default)
        1    0.000    0.000    0.001    0.001 format.py:9(<module>)
        1    0.000    0.000    0.002    0.002 chart_doughnut.py:8(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1561(Week)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseReorder)
        1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
        1    0.000    0.000    0.000    0.000 __init__.py:1597(ZipProvider)
        2    0.000    0.000    0.000    0.000 __init__.py:1382(__init__)
        1    0.000    0.000    0.000    0.000 op_hint.py:91(OpHint)
        1    0.000    0.000    0.000    0.000 <string>:5(MatchDType)
        1    0.000    0.000    0.000    0.000 engines.py:41(AbstractEngine)
        1    0.000    0.000    0.000    0.000 eoo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:525(Status)
       15    0.000    0.000    0.000    0.000 tensor_pb2.py:5(<lambda>)
        2    0.000    0.000    0.000    0.000 os.py:734(__delitem__)
        3    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_ctypes.PyCSimpleType' objects}
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(TensorArrayConcat)
        1    0.000    0.000    0.000    0.000 <string>:5(TensorSequenceLengthPair)
        1    0.000    0.000    0.000    0.000 variables.py:2207(PartitionedVariable)
        1    0.000    0.000    0.000    0.000 <string>:5(SelfAdjointEigV2)
        1    0.000    0.000    0.000    0.000 dsa.py:32(DSAPrivateKey)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 cpuinfo.py:315(IRIXCPUInfo)
        1    0.000    0.000    0.000    0.000 parsers.py:1020(ParserBase)
        1    0.000    0.000    0.000    0.000 <string>:5(TensorArrayConcatV3)
        6    0.000    0.000    0.006    0.001 doc_controls.py:168(for_subclass_implementers)
        6    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 <string>:5(ReaderReadV2)
        3    0.000    0.000    0.001    0.000 tempfile.py:257(_sanitize_params)
        1    0.000    0.000    0.000    0.000 _collections.py:101(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseAddGrad)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseFillEmptyRowsGrad)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_STRING_set_default_mask_asc}
        2    0.000    0.000    0.000    0.000 interpreter.py:175(get_output_details)
        2    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        5    0.000    0.000    0.003    0.001 pyparsing.py:3312(setResultsName)
        1    0.000    0.000    0.000    0.000 offsets.py:590(__init__)
        1    0.000    0.000    0.000    0.000 distribute.py:1093(_DefaultDistributionStrategy)
        1    0.000    0.000    0.000    0.000 sql.py:937(SQLDatabase)
        1    0.000    0.000    0.001    0.001 summary_io.py:29(SummaryWriter)
        1    0.000    0.000    0.001    0.001 data_feeder.py:287(DataFeeder)
        1    0.000    0.000    0.000    0.000 <string>:5(TensorArrayConcatV2)
        1    0.000    0.000    0.001    0.001 estimator.py:86(_DistributionRegressionHead)
        1    0.000    0.000    0.000    0.000 <string>:5(OrderedMapUnstageNoKey)
        1    0.000    0.000    0.000    0.000 rsa.py:264(RSAPrivateNumbers)
        2    0.000    0.000    0.000    0.000 tree_walk.py:26(__new__)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       15    0.000    0.000    0.000    0.000 api_def_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 namedtype.py:34(NamedTypes)
        1    0.000    0.000    0.000    0.000 argparse.py:1586(ArgumentParser)
        1    0.000    0.000    0.000    0.000 oid.py:164(ExtendedKeyUsageOID)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:621(Win32CPUInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Handler)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 dataframe_iterator.py:14(DataFrameIterator)
        1    0.000    0.000    0.000    0.000 transforms.py:1534(TransformWrapper)
       15    0.000    0.000    0.000    0.000 summary_pb2.py:5(<lambda>)
        1    0.000    0.000    0.008    0.008 __init__.py:108(import_module)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:26(Dimension)
       12    0.000    0.000    0.000    0.000 algorithms.py:809(_view_wrapper)
        1    0.000    0.000    0.000    0.000 webcamvideostream.py:2(<module>)
        1    0.000    0.000    0.000    0.000 count_frames.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(FunctionInfo)
        1    0.000    0.000    0.000    0.000 mmalobj.py:749(MMALControlPort)
       11    0.000    0.000    0.000    0.000 cbook.py:139(deprecated)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.RegisterSparseTensorValueClass}
        3    0.000    0.000    0.000    0.000 namedval.py:7(__init__)
        1    0.000    0.000    0.000    0.000 depr_module.py:19(__init__)
        1    0.000    0.000    0.000    0.000 process.py:293(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseReshape)
        4    0.000    0.000    0.002    0.001 flags.py:43(_wrap_define_function)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 absolute_value.py:33(AbsoluteValue)
        1    0.000    0.000    0.000    0.000 api.py:80(RunMode)
       30    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 function_base.py:258(iterable)
        1    0.000    0.000    0.000    0.000 categorical.py:61(Categorical)
        1    0.000    0.000    0.000    0.000 offsets.py:1765(LastWeekOfMonth)
        3    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 representer.py:132(SafeRepresenter)
       13    0.000    0.000    0.000    0.000 control_flow_pb2.py:5(<lambda>)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.001    0.001 profile_context.py:113(ProfileContext)
        1    0.000    0.000    0.000    0.000 converter.py:274(AgAnno)
        1    0.000    0.000    0.000    0.000 shape.py:7(<module>)
        1    0.000    0.000    0.081    0.081 reader.py:45(Reader)
        4    0.000    0.000    0.000    0.000 index.py:209(_join_i8_wrapper)
        4    0.000    0.000    0.001    0.000 random.py:84(__init__)
       12    0.000    0.000    0.000    0.000 ops.py:869(_bool_method_SERIES)
        1    0.000    0.000    0.000    0.000 numeric.py:2318(identity)
        1    0.000    0.000    0.000    0.000 timeline.py:265(_TensorTracker)
        1    0.000    0.000    0.000    0.000 __init__.py:1375(NullProvider)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
       19    0.000    0.000    0.000    0.000 worksheet.py:46(convert_cell_args)
        8    0.000    0.000    0.000    0.000 re.py:329(filter)
        1    0.000    0.000    0.001    0.001 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 octets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:2746(__setattr__)
        1    0.000    0.000    0.000    0.000 layer_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 univ.py:716(SetOf)
        9    0.000    0.000    0.000    0.000 python_message.py:934(_AddHasExtensionMethod)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:121(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 _internal.py:288(_ctypes)
        1    0.000    0.000    0.000    0.000 ar_model.py:184(ARModel)
       35    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:1030(__new__)
        1    0.000    0.000    0.000    0.000 subprocess.py:711(__exit__)
        1    0.000    0.000    0.000    0.000 tempfile.py:302(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 activity.py:37(Scope)
        1    0.000    0.000    0.000    0.000 distribute.py:996(TowerContext)
        1    0.000    0.000    0.088    0.088 _internal_utils.py:9(<module>)
        1    0.000    0.000    0.000    0.000 cudnn_rnn_ops.py:188(CudnnOpaqueParamsSaveable)
        1    0.000    0.000    0.000    0.000 feature_column.py:1484(_ScatteredEmbeddingColumn)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        9    0.000    0.000    0.000    0.000 rcsetup.py:647(__init__)
        1    0.000    0.000    0.000    0.000 crypto.py:463(X509Name)
        1    0.000    0.000    0.000    0.000 sputils.py:15(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:347(PyOpenSSLContext)
       11    0.000    0.000    0.000    0.000 attr_value_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 hermite.py:1819(Hermite)
        1    0.000    0.000    0.001    0.001 affine.py:53(Affine)
        1    0.000    0.000    0.000    0.000 external_regret_optimizer.py:126(_ExternalRegretOptimizer)
        1    0.000    0.000    0.000    0.000 ssl.py:354(Purpose)
        1    0.000    0.000    0.000    0.000 <string>:5(TopKV2)
       14    0.000    0.000    0.000    0.000 op_def_pb2.py:5(<lambda>)
        5    0.000    0.000    0.000    0.000 decorators.py:9(deprecate)
        1    0.000    0.000    0.001    0.001 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variable_scope.py:245(_VariableStore)
        1    0.000    0.000    0.000    0.000 copy.py:125(_copy_with_constructor)
        3    0.000    0.000    0.002    0.001 univ.py:352(prettyIn)
        1    0.000    0.000    0.000    0.000 model_analyzer.py:28(<module>)
        1    0.000    0.000    0.000    0.000 signature_def_utils.py:15(<module>)
        2    0.000    0.000    0.006    0.003 text_format.py:545(Merge)
        8    0.000    0.000    0.000    0.000 base.py:142(_join_i8_wrapper)
       19    0.000    0.000    0.000    0.000 strings.py:1286(copy)
        1    0.000    0.000    0.000    0.000 <string>:5(Blank)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:34(Kumaraswamy)
        1    0.000    0.000    0.001    0.001 monitors.py:957(ExportMonitor)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:47(_w_long)
        1    0.000    0.000    0.000    0.000 cfg.py:120(_WalkMode)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        8    0.000    0.000    0.000    0.000 os.py:800(decode)
